40.450025	116.107686	
39.957213	116.422267	
39.871996	116.303761	
39.936958	116.459740	
40.012364	116.419164	
39.889143	116.382416	
39.947318	116.425766	
39.946933	116.429147	
40.007581	116.383456	
39.97979	116.485770	
39.986173	116.320553	
39.989718	116.417167	
39.967926	116.432417	
39.904299	116.326982	
39.949395	115.632952	
40.371007	116.680900	
39.988878	116.390220	
39.999903	116.433089	
40.04763	116.489074	
39.906039	116.487511	
39.852068	116.364502	
39.955263	116.307918	
40.079855	116.340701	
39.856446	116.382821	
39.91829	116.385618	
39.87286	116.371245	
39.849803	116.384844	
39.940575	116.355104	
39.979437	116.397137	
39.861321	116.404192	
39.896777	116.419215	
39.949899	116.414349	
39.916287	116.295270	
39.926124	116.213874	
39.758797	116.549100	
39.85374	116.420645	
39.885987	116.474082	
39.957817	116.387854	
39.985905	116.372618	
39.930475	116.473344	
40.047182	116.346944	
40.382996	116.870154	
39.951688	116.454578	
39.869671	116.436899	
39.893282	116.438146	
39.937997	116.463737	
39.876243	116.433097	
39.995826	116.480214	
39.982737	116.394066	
39.947897	116.423556	
39.965278	116.497334	
39.902139	116.468916	
40.118757	116.666420	
39.942549	116.461374	
39.871564	116.409622	
39.973159	116.442252	
39.842353	116.197688	
39.993707	116.346801	
39.962998	116.328868	
39.928674	116.354369	
39.913697	116.355914	
40.146518	116.630948	
40.144637	116.650759	
39.910837	116.469525	
39.753756	116.328815	
39.961975	116.451621	
40.055582	116.306352	
39.935638	116.477378	
39.974482	116.424086	
39.929496	116.375770	
39.928847	116.179140	
39.923623	116.197318	
39.902543	116.404685	
39.926549	116.424470	
40.079869	116.365327	
39.934801	116.270461	
40.046245	116.374288	
39.884146	116.360130	
39.90499	116.418726	
40.235743	117.132867	
39.873491	116.296219	
39.900807	116.471599	
39.891085	116.391774	
39.902361	116.406408	
39.937997	116.521782	
40.480643	116.871294	
39.716766	116.068216	
39.882167	116.672135	
39.885288	116.457189	
39.989261	116.397796	
39.898314	116.362983	
39.856319	116.339531	
40.001486	116.410132	
39.889286	116.312377	
39.977981	116.431521	
39.949105	116.387616	
39.903232	116.151326	
40.012232	116.413716	
39.871608	116.664300	
39.916261	116.307516	
39.900361	116.457259	
40.040288	116.330985	
39.912967	116.466208	
40.061907	116.320887	
39.947306	116.405334	
39.951976	116.722577	
39.768233	116.327936	
39.939411	116.351074	
40.160447	117.124832	
39.736591	116.149033	
39.838824	116.377934	
39.902342	116.426798	
40.007747	116.469897	
39.796278	116.506347	
39.943624	116.423560	
40.368947	116.680553	
39.995476	116.419506	
39.964999	116.293173	
40.00002	116.371972	
39.894152	116.451935	
39.919798	116.287451	
39.872159	116.442945	
39.876817	116.574070	
39.99652	116.430179	
40.085189	116.435243	
39.926232	116.460993	
39.91087	116.467319	
39.871427	116.506981	
39.930506	116.528606	
39.878205	116.354912	
39.985799	116.376680	
39.886219	116.388449	
40.034212	116.318137	
39.84983	116.392246	
39.748169	116.148862	
39.948378	116.423433	
39.967685	116.305060	
39.915455	116.522783	
39.90088	116.510916	
40.371848	116.827762	
39.851436	116.434006	
39.96529	116.352700	
40.380416	116.852622	
39.892237	116.404355	
39.976517	116.431881	
39.963062	116.469258	
39.872823	116.299539	
39.889346	116.367345	
40.07368	116.436240	
39.921478	116.418985	
39.914881	116.478843	
39.923369	116.466313	
40.136024	116.641333	
39.994909	116.484009	
39.910274	116.461348	
39.905002	116.465112	
39.741872	116.144380	
39.926574	116.560086	
40.214639	116.251546	
39.978786	116.324824	
39.958738	116.462406	
39.663209	116.075336	
39.775004	116.238816	
39.931114	116.524687	
39.916154	116.300860	
39.851546	116.433741	
40.010303	116.214730	
39.949478	116.736614	
39.949719	116.400632	
39.666302	116.076117	
39.988661	116.430008	
39.922166	116.418283	
39.762388	116.339839	
39.880721	116.321131	
39.988265	116.462539	
39.961208	116.431484	
39.887465	116.348144	
